Text,Class
i Love my atekinzz so much&amp;&ampi soo miss her.,1
I wanna sneak into the zoo and play with the kitties ,1
 oh no  hope you're not getting sick too!,1
 i dont think i can cause its my cousins birthday party ,1
Our sweet little man just fell asleep while waiting up for daddy and big brother to get home Poor babyhe missed them so much today!,1
the angel is going to miss the athlete this weekend ,1
trust is hard ,1
have watched that considering todayyaknowshawnna tomomorrow;i need my bestfriend ,1
Grr i want to keep reading but if i do i wont have anything left to read ,1
atekinzzwhere in the world are you?,1
 Nou supposed to be my date ,1
pears &ampBriebottle of Cabernetand &quot;Win a Date With Tad Hamilton&quot;..oh gawwd my life flashed forward to when I'm 40 with my 75 cats ,1
CrapI need more dresses too,1
 yeahi knowit was horrible!!!ughsaddening,1
 geez ur no fun are you ,1
I wanna be in a punk rock band again ,1
 That's a lot of angst for a Tuesday afternoon ,1
I'm very glad Britney isn't crazy anymoreThat was one hell of a showNow I'm sad that it's over Next up...AP at Cook County!,1
has a huuuge headacheomg I feel like crap,1
 Sorry ,1
 sorry...i was rooting for them too..,1
Manthat took forever,1
  I see.,1
I am listing more items on ebay to sell Takes forever..meanwhile Coleman is watching The Hills season premier without me.,1
Just got my presentation done23 slides done.. I'm crying for this week will be the hardest of all weeks.,1
Just lost $160 ,1
I don't like the previously on skins thing that starts at season twoI like it when it went straight into the intro like before ,1
 ...i wish i was there...i'm pretty good at scaring the shit out of people ,1
Going to sound vain..but running out of my fav lip gloss ,1
 never again will I click on a link that screams&quot;I'm a spiderI'm a spider&quot;I should have known betteryucky ,1
Why is that when you have time off from work you get sick,1
 Same iMac came out $320 more in Indonesia than the States,1
Dammit..I need to stop buying furniture ,1
_Sil no i was half asleep and turned off the laptop after that ,1
Death is peaceful life howeverbites ,1
 i think  lost the net sure hope not,1
   and   test footage with my girlfriend (in HDThe dark one is underxposed ,1
Such a tough game to watch tonight for State  Finally going to bed after also staying up to watch the season premiere of the Hills!,1
Seems jRuby support for hpricot is now two versions behind ,1
 Unlike my sister...I still don't have one ,1
Fraking app store is pissing me off   ,1
Logging outI need to study...,1
anyone else having problems accessing TTB??I cant get on!!,1
I strongly dislike people who make stupid comments and dont know the whole story ,1
  i'm sorry Emmais swarley a goldfishi'm sad for u.,1
All my tweets are already gonearen't they  Missed you guys tonight.,1
Can't sleep againFace is kinda swollenDon't let me be allergic to the thing that'll get me to ThursdaySchool tomorrowDoubtful,1
_the_Dog If Izzy's on the cat treeshe'll stare him downbut if she's on the floorhe chases and she runs,1
I am officially banning godaddy.com from my compMy head hurts from the small print AND I wasted $10 that could've happily gone to Boba ,1
 pretty much just scary for me ,1
 mines too..I'm finding it well hard to get fit..,1
Good morningReady 2 gobut I want 2 go back 2 bed ,1
hates waiting for mails ,1
wheat bread from the dollar store just doesn't toast nicely  going over my taxes and calling it an early night,1
Why KutnerI mean I knew something was going to happen to someone but it was so sadI &lt;3 House and it was well donebut I'm still sad ,1
 aw ok goonite... ,1
ill so i cant go to the cinema!,1
Fell asleep Really didn't mean too  *christina*,1
 heyyou remember that time we used to be friends?; ughvomitsick i need sleep ,1
my lymph nodes are as massive as rahm emanuel's balls right now ,1
Oh no my computer sucksI don't think i'll be able to listen to the Xbox 360 Fancast tonite ,1
is missing playing my trumpet ,1
My throat is still really soreI was meant to be going on a 5 day camp from Friday but not so sure now ,1
 I know exactly how you feel,1
At work ,1
Well bed time now1 am*sighsBack to 6 am mornings for a week on Wednesday,1
 Jesus CampYeah..,1
 oh nowith everything that happened todayi forgot we were going dress shopping for the opera tomorrow,1
Turtles are better than my Mac lasts longer and moves faster ,1
I am soakedThis is not pleasant ,1
 Sorry to hear about Maggie   Thoughts to your mum.,1
you may have to email this one to me  I hope you feel better.,1
 dead yu gettin on wen im leavin ,1
 PLEASE TELL ME THAT'S SOMEWHERE CLOSE TO CALIFORNIA!!LOL,1
 where are you,1
stupid arranged marriages..i'll convert so you can marry me...love you,1
 Well he said that he is a looserand that is what the show implies ,1
Poor Sandra Cantu &ampthe Cantu familyMy prayers go out to themWhat a sick world we live inShe was only 8 ,1
fuck omg  austins always there though man &lt;3 love you,1
 I cried so hard when Matthew died ,1
sad that the 'feetof my macbook just fell off sad that the 'feetof my macbook just fell off ,1
 why am I the last to find out about these thingsLike that you're on the twitter too,1
 absolutely not!,1
 Filled with curry  the true indian in me is coming out,1
im soooo cold right now ,1
 lol I kant believe cam got beat upp sooo embarasssiiiin ,1
 Good Knight hunLooking forward to ur tweets againHate that i keep missing out on the fun cuz of the time difference ,1
TumblrThis is exactly how it feels wearing a �tie ,1
_95616 hahaa!i just realized &quot;impune&quotdefinitely isnt the word i wanted..dangi'm so unclever,1
watching old videos of dance team and such..makes me miss it  ,1
Wahh  no CSI anywhereDVR'ed I Love Money 2 though gonna watch it then sleep Goodnight Tweeters&lt;3,1
Struggling hard with Inventory ,1
 Do you hate us?Please don't ,1
 haha im not THAT ballinI still got bills to paaaaay ,1
I'm in one of those days when I really just want to work from home Crap,1
_e_wog Wait...is it a game or just episodesI'm so confused,1
 HAHAI cried.. I guess he did....,1
I don't get statistics Its all a bunch of mumbo jumbo for me.,1
 Got itsadlyonly works for UK &ampUS at the moment ,1
Evicted ,1
doesn't enjoy learning CSS,1
 Brian don't make me fuck u up LOL I replied 2 ur message...did u get my I miss u ,1
 I  dvr'd it and went to watch itapparently the dish network went down SO I MISSED IT    I will have to catch a rerun!,1
 lmaoU may have to wait for another season to come thruits summe booHot nd dry ass weather ,1
 I can't set my feet on the groundThe missing eyelid people might get me ,1
_95616 my english professor would be ashamed,1
[-OI wish the frogs weren't becoming extinct    ,1
Came home from Cross CountyTired as ,1
I don't want to walk home in this snowWho wants to pick me up,1
 Lauren is being stubbornshe loves youyou love her I feel so bad for youthoughit made me cry  lol!,1
is grouchyand wants bmar ,1
my heart is broken every morning dropping Foo at pre schoolnow i understand when moms say &quot;he has my heart broken&quot;,1
Not feeling well and back hurts ,1
Im in the mood for some chocolateI want....Miniature Reeses cupsNow ,1
I can't take this heatIt's like an oven in hereI feel sick nwo ,1
_carter Come to the chat  just 15 minutes  please,1
BoreddColddd  Internet keeps stuffing up,1
I had a horrible nightmare last night which affected my sleepnow I'm really tired ,1
im lonely  keep me company22 femalenew york,1
_4_Broadway Lost  and it was StIgnacius Prepatory SchoolHaha.,1
 yeah  it was really depressing..stuff like that gets to me,1
 No problemtongue-in-cheek remark Lots of acronymsbut no NZ ,1
 hey you said matt was gonna go all ballistic..i was disappointed  good ep tho mostly,1
ugh horrible ending to the sandra kantu story  prayers go out.,1
  I hate 2 B allergic  i want a puppy soo bad that i've already thought some cool names,1
Morning folks 7.00 am ..yawnUp &ampaway to see to horses hope Twitter is better behaved today Last night was a travesty ,1
 I miss mine too,1
 Sorry to hear about your loss    There have been many this year so far.,1
 Gossip Girl was a repeat ,1
 I reckon ,1
finding it really hard to use twitter ,1
I've been stuck in this house for two days ,1
is really sad and doesn't really know y!!??!!,1
_miles no ,1
Maybe one of these years I'll get a tax return A girl can dreamright?,1
Back at worktired as hell and i feel a cold coming ,1
  APRIL 9TH ISN'T COMING SOON ENOUGH ,1
 cream for his eye and he may have herpes not ocular herpesbut a different strain   He's doing okay though.,1
gotta repeat  whole art folio cuz old one with a whole terms work got wet ,1
I'm ready for the weekend alreadyIt's only Monday,1
 umm nope..think im an insomniac ..plus i got the flu...i'lll be sleepin like a phuckin fish outta water any minute now,1
has Finland sleeping for the nightnot really enough time ,1
 can't wait to try em but prolly have to wait until next weekend at the earliest ,1
Shiner is taking up all my bed and blankets,1
 APRIL 9TH ISN'T COMING SOON ENOUGH ,1
wants to cry ,1
I need to go to the bank tomorrow before I go broke..,1
This earthquake in italy has me sadden it's only three hours away from napleswhere my family is ,1
i should be sleepingi have a stressed out week coming to me,1
 Yea   I am working tp hack my server to do the 12player thing for folks,1
has hurt her ankle!and is going to the dr ,1
 oh noeshow did you manage to send something to the trash can AND empty it without noticingi feel for ya ,1
Lost my free copy of radioactive so can't put it on my ipod grr!And i can't go out buy 'nother coz it came with that paper ,1
doing make up shit ,1
PhotoshopI hate it when you crash ,1
vacations makes me feel sick,1
you shouldn't have gone ,1
listening to Murd and 9th wonderjust chillen out missing my crazy sex life  ,1
shooting!?!be carefulluisa ,1
 I'm sure everyone has ruined my gift to you  Whitney has my serious Cell #...We doing easter as well?,1
is at Beso in Hollywood..so tired ,1
I don't want to wake up early tomorrow Damn youwork!,1
just finished watching the movie Prayers for BobbyBroke my heart ,1
 is myki really horrible,1
 i had 2 put my dog down today too  someone ran her over,1
 Sorry to hear about your DNF run tonightAlways a risk to get bad coords on an FTF!,1
 I did get some disgruntled people when I wrote my ESNbut the 1000 hits in one day made up for itBill pulls in 250 tops ,1
 OHHOMGLMAOI'm crying right nowLOLKUTNERRRR was the best,1
came back from running and took a shower...why does my lower stomach still hurt after exercising,1
watching Fallon with mom and working on a project...school is hard ,1
56 min till home time and countingI have a craving to visit the MAC store but they will have closed by the time I get there ,1
 I am so sorry to hear that Take care!,1
  hmmm...greed is good when it motivates the individual to do better-not so much when it takes away from others ,1
 bratYou have to rub it indon't you...I want a mocha ,1
KUTNERRRR WHY??WHY????? And to think that 13 is still on the show?UGHKutner/Kal Penn you've been the bright star in Ho ...,1
 my mom has itI wish you the best of luck ,1
I so hate homeworks -.My head hurts so bad ,1
got the ebay bluesitem i want jumped from no bidders to over $100 in an hour.still has 3 hours to goi'd better not get my hopes up ,1
 I know  was a little depressed that we ate so much last night there were no leftovers today ,1
well the pc in my living room suffered a fatal partion lostall my itunes library is gone.and some docs with pics...,1
sad daymanu out for the season ,1
 You poor spunky...its so sad...my Rotti made it to 10 and I had to go down the same path....I know how you feel ,1
im sooo sad right now  i need a hug,1
wants her step brother home  im so worriedyou dont even knowi hope he knows how much i care for him...,1
 just got done watching the hillsloved itexcited for the next episodeand im sad this is the last season,1
 aww that stinks *hugs*,1
I'm tiredI feel like crapAnd the world feels all crummyMake me happyUSB disco mouse,1
"i dont want to believe what im reading...buu,so sad ",1
Wondering why gamebattles is down ,1
White trash vs us..We were outnumbered ,1
 So trueI have it and don't use it ,1
Spring break is here at lastbut no one is here to celebrate ,1
MorningBah Car won't start.waiting for the ANWB...,1
 which is pretty anti memorial tattoos   but for all but the strictestthere's no official BANjust disapproving family,1
Balamurugana longterm member of the team is leaving this monthWe'll miss working with him  hope he does well in his next venture,1
 Its sad knowing how they found her bodyWhat a crazy world we live inNo child deserves that ya know,1
I wanna rock a Maxi dress Coachellabut lacking funding ,1
Of course the baby is screaming in the crib the night before my first day back at work So I let him cry it outBoooo,1
I am home missing my baby  Busy week ahead Fri is a chill day with my guy and kidsEgg hunt SatSpiral and DMB Sat night and Easter!,1
 I never found hereverytime I click on her twitter thing through your myspace....it goes to some dude's page ,1
 that's horrible  sorryto hear that.,1
_Henrie i cant find itit says dtmafiaofficial doesnt exist!there's jus 1 dtmafia i found n u dun seem to b followin it  wht to do?,1
i thought you would support me on this ,1
augheff sarth  i stole some of MIL's nail polishits pretty=o,1
Wishes I was on the Spring Fling Tour with Dawn &ampneecee Sigh  G'knight,1
The Hoyts Distribution NZ website isn't working for meGreatAnd it HAS to be like this when I need it most ,1
 i don't like that they only had him in the first movie  cillian murphy is hot ,1
wishes for good old cartoons to come backieCaptain PlanetWhere's WallyDaria(sadness  ),1
not feeling v good abt myself ,1
i just got a text from sarah ,1
Another day at centre point this time an early start so guessing train will be rammed with commuters ,1
Four games this fallModern Warfare 2Halo 3 ODSTBrutal Legendand Bioshock 2 I need more cash ,1
_castillo ughthat's disconcerting ,1
 actually the whole site has finally been taken over by those damn russians ,1
MY TWEETS ARENT GOING THROUGH ,1
Just finished a delicious breakfastmy last in Paris  I'll miss milkeurope has the tastiest milk in the worldI don't drink it in US.,1
iLearn is down and outgreat considering finals are this week..,1
 i'm stressed outttt ,1
Also I shouldve Bern asleep an hour ago ,1
trying to figure out this twitter thing...none of my friends are on  yetSoo much to see.,1
Re-pinging Custom icons I made=look cool but the edges could be less square  might look bad on a diff background,1
I want to be back in LA ,1
 i dunno how to use the forum and i get frustrated with iti'll miss talking to you on here,1
 not an option ,1
 Unfortunately one of those moments wasn't a giant squid monster,1
_rage I want one too    is the branch in MidV open too?,1
 awsorry to hear that,1
Change of planswe ordered Macs insteadTime to hit the books,1
 YUP,1
 did you see Donnie's tweet statsalmost 700 replies...and no JRK ,1
_grainger nahI haven't received my stimulus yet ,1
 i just seen ur tweet plz write bak if u get thisi havnt got one reply bak ,1
 Awwwww and you were trying to go to sleep 3 hours ago ,1
 I'm so sorry to hear that It's always sad when we lose those close to usas we loved them.,1
cant sleep but im still feelin like a piece of shit ,1
 oh  my sympathiesit's a hard decisioni always hope my old border collie will go in her sleepshe's 14 too*hug*,1
 ...well there was this really cool part where..i wont spoil it ,1
 I'm doing the time warp without you and am sad,1
 this is truelol but it's still a slap in the face after such a warm end of march ,1
I hate converting movies just to put em on my itouch ,1
gross i have a pimple ,1
 yea  ma'naaaaaaaaaaaaaaaaaaaam (marwan accentlol,1
one less follower tonight ,1
 so did your mom last night brb while I figure out whether I just burned you or myself the most.,1
I feel like I am the only &quot;twitterer&quotnot on TweetDeck,1
 He has Karate tournament in 8 weeks  ,1
going to sleep can't be up until 1am again...and no I didn't finish my statistics homework,1
North carolina baby!Aint nothin stopping them but the nba draft ,1
Can't sleep again ,1
I reaaly miss john mayer's twitters fuck rude peopleRemove him if you don't like his tweetsbitchfucks.,1
is going to have a late one at MQU today ,1
im so tired of work...i need a life...,1
just leavin workmy feet hurt ,1
 that was so sad and unexpected i totally cried haha.,1
SuperneejMorningBah Car won't start.waiting for the ANWB...,1
Still doing my homework!!,1
A little sad ,1
 My Mom &ampDad both get up around 6...too early for me ,1
should've been asleep two hours ago ,1
 So sorry to hear about your dog,1
Funny how the little things make me homesickcriminals breakn n2 a brownstone on LawNOrd CI made me misty ,1
 yeahgreat vidI had the 12&quotsinglebut sold it a few years ago ,1
im on val's mac in iitsc clubroomstill sweating ,1
 awww so sad!! I'm so sorry!!,1
UpdatingFFE That gives me nothing to do for a good twenty minutes!,1
Hot compress not rily workng for pulled muscle  gng to bedgood night,1
Have an invite for &quot;Healthy Dining&quotsession at Ashok Hotel today with Exec Chef R.Chopra but damn workload will have to skip it,1
 I'm so sorry to hear about your dog   wishing you happier days to come!,1
 I miss 'em too,1
 cool i have no tweet apps  for my razr 2,1
I'm off too bedI gotta wake up hella early tomorrow morning,1
still procrastinating..i hate organizing my clothes  there's just so much....,1
Just been playing with the new Mobbler v0.4.0 and it adds some great new featuresbut won't play music on my E71like v0.3.5 did ,1
 oh but there's one bestie missing ,1
 time to come back to flawda for double datesnoseriouslyi'm sorry to hear that,1
I'm up way to late to be working for a client 12:10 AM  #fb,1
blegghhhh i have to go to work ,1
Back at work  John Muir Dr ,1
 I emailed you yesterday and u never responded ,1
It's going to be a long year for A's fans,1
Just got done watching the new House episode.Definitely one of the saddest episodes ever,1
Man..taxes suck I'm horrified that i did something wrong on them TurboTax decided to keep around a lot of the stuff I turned off ,1
Sleep time Tomorrow is gonna suck ,1
WTF Not Kutner Oh I'm so pissed House I mean really WTF   ,1
 i know i dont know why i said that ,1
CASH RULES EVERYTHING AROUND ME ,1
Just picked up some oats from the market to eat for breakfast with my boy  now time to do work at USC..late night ,1
i feel sick  too much icecream,1
  this computer doesn't have shockwave...blah  no account yet,1
 awww wish i could gobut its in sydney ,1
 hahaha suriouslyI feel like everyone knows this show is a joke except lc,1
I just can't spell todayi totally suck ,1
are you vaccinated against chicken-pox?should I vaccinate my 3 yr old?I am SO confused about this damn thing ,1
school  at least last day!!!!!!,1
YawwwnGotta get up early tomorrow  who's ready for the weekend???,1
i miss being at home for calving season...sad that black one died this morning  wish i had some bottle calves!,1
 i so sorry for your lossmy brother dog sam is sick w/cushings disease,1
Back to workI get to spend the next 8 hours alone in the dispatch room ,1
there's a new kind of starburstfaveredssounds fabbc cherry and strawberry are MY fav red's but they added watermellon and its yucky ,1
Wellso much for being productive on my 2 days off from Angels ,1
 Oh gee insomnia sucks   Have you tried melatonin?,1
 Good to hear that we have support in NetBeansBut then its NetBeans you know ,1
 I wish we would get it the same time at the rest of worldunfornately I am in Cairo and have to wait for mtva to play it ,1
heartbroken over little sandraprayers are with the family,1
 I'm at 900 wordsit's all can do  I'll finish tomorrow maybe,1
 how come ur background covers the screen but mine is in the corner,1
Wrote exactly three lines of dialogue tonightthen gave up,1
 My only complaint about Facebook is they've changed it so much it's confusing ,1
Sliced my finger ,1
going thru town and traffic on bypass is stink ,1
Ugh can't sleep Wish i had a good cuddle to  Make me ass out ,1
I hate when software update downloads updates without telling meI never know what's downloading when it is ,1
went to ihop againGreat for a diet   At least there were no kung foo pancakes this time-Rachel-,1
The internet is hating meNight i s'pose,1
 I'm so jealous I missed all of opening day this year ,1
It's so cruel having to wait for reviews to come in So far it looks like Star Trek will be the best film of the year!,1
Debating if I should just shower nowso I can sleep a little later tomorrow ,1
My stress always culminates with physical pain ,1
need to sleepbut cant ,1
my little pinky finger hurts so much.,1
 I'm sorry your gift card ran out...That suck,1
home for spring breakno one is home tho ,1
I accessed oneindia.mobi from a Google phone (Android)It doesn't support Indic languages ,1
Why does school take over your life so much you don't get sleep anymore  .I am still doing school work and have more to do as well,1
 aw I wish I couldI can't really speak to my yia yia because she doesn't speak english ,1
 no free comp lol ,1
getting ready to clean the house from top to bottom ,1
crying  my friend is moving away tomorrow ,1
 STOP NOMNOMS!!!..you didn't share Night peoples!!,1
thinks she is getting a cold that she caught from Daddy Oh nomy trip would be ruined,1
 yeah  is it bcoz kal penn is a visiting lecturer somewhere n cant be on the show anymoreim gonna miss him ,1
So the procrastination starts early in the quarterI don't want to reaaaaad and write a paper ,1
WhatApparently it's 52 degress at 11pm in Washington StateI miss winter already ,1
being bored at homee ,1
massage was greati just spilled coke all over my desk  lamewatching the simpsons as i've finished all my hills dvds.,1
_carter I will wait for you at fanclub chat.even tough you're not my favorite ,1
has a mild left inner ear infection.and its got this irritating &quot;blocked&quotfeeling since sunday.,1
 Hey thereNopeMy cuteness  is away for awhile ,1
It's only tuesday ,1
Haha not even yoI just didn't know how to do that  to you on twitter  Haha,1
Someones alarm clock or a phone woke me up at 3am...Still got my headache from yesterday night ,1
 awww poor puppy is she ok,1
i might break down and eat some buffalo wings tomorrow ,1
Sittin here w/KaylaI really really reallly dis-like having a brother He doesn't know when to stopI'm waiting for the day when one of,1
Fed bokkie too many birthday treats-sicko ,1
's Kinda BummedAn Agency Just Told Me That I Didn't Have The 'LOOKThat They Were Going ForLadiesPlease Help Me Create The 'LOOK,1
Work laptop is officially dead .Not happy at all.,1
My goodnessit's freezing down here !!!!,1
 why do you put up with him!!!! You should listen to your mom ,1
is stucked in Paris and can't even travel into France (for work,1
i don't think there's one close byLast time I checkedthe closest one was 70 miles away,1
aaaaand back to my literature review  At least i have a friendly cup of coffee to keep me company.,1
I am worried that I won't get my $900 even though I paid a buttload of tax last year ,1
Okayso.STILL NO SCHOOL!!!,1
IS PHONELESS  ...NOW OFF TOO SLEEP,1
Reeked of alcohol at the dentist this morning was drunk when i put on my tshirtrealised it had a huge stainDentist looked disgusted ,1
it is really cold ,1
cant sleep  she wants to dream!!,1
Can't sleep  I hate these nights when I try to go to bed early and stay awake for hoursPoo!,1
 YeahToo bad people like a certain burrito-eating man exist,1
  that's sad.,1
just found out that my mum  and my adopted auntie are on twitter.check them out my mum is TessM64 and my awesome as auntie is tania38,1
Cannot sleep....WIDE AWAKE!!...and I gotta go to work later tooBoyam I going to have a crappy day,1
struggling with eam law ,1
Why can't I sleep like her  ,1
Bouts to start 24Poor linny couldn't keep her eyes open she tired and has to work tomorrow morningNight .,1
My 4 year old (18 year oldis driving me around the twist...i don't want to be like this ,1
Wellthat sucked,1
i have to be out of my place in 3 days...any help i can get packing/painting/cleaning is much appreciatedohand RIP my wall  ,1
Opening a partially frozen beerBeer on the toasterunder the oven and all over the counterThe kitchen smells like we run a speakeasy ,1
 no  i dont even know how to ride it,1
 sadlyyesi think i need counciling now ,1
making myself ready for school...don't feel like goingbut have two tests ,1
Smugness goneMy train also failed to turn up so I'm heading for Victoria followed by an unpleasant tube ride to the City,1
Anybody know where my iPod went,1
aww this earthquake in Italy has made me sad  just saw the pics on the newsit's terrible.,1
 never been able to afford to get them outI'd much rather go through the extraction than continue with what I deal with now,1
 Why do other pet care people try to run others out of businessOr send suspicious e-mails fishing for info?,1
 &lt;33 codez....they've been MIA tho ,1
 doesnt work on my cell  go to sleep=P,1
it's going to be nice again tomorrow and then the rain comes backno nice weather for my birthday ,1
 rock band is hard..on expert!!,1
roomie was home all dayAll he had to do was scratch at the doorComforter has to goto large laundromat machines,1
One of the hardest thing with this scheduleno one I can chat with at the end of my day usually ,1
they killed off a character on one of my favorite shows and now i'm upset ,1
jealous of my friends who got to see the new Star Trek film in Austin tonight,1
Listening to QI got a really bad headache and a drivin lesson in ten mins...Lucky me  i just wana sleeep ,1
_Buscemi SHUT UP you...I am hungryAnd in Britainhome of the most boring suckassy breakfast in the world I MISS DENNYS!!,1
good morning everybodypkoi y fais pas beau  bon coffee time!,1
work again ,1
Essay time...,1
 hey did u talk to mom.r they home yeti hope they r ok.wish i was coming home 4 easter.,1
 I sure wish I could go with you guys tmrwBut as per usualschool interferes,1
 say what??kal penn's leaving house?noooooo!!awww..i totally missed it tonight ,1
noi lost a loyal ,1
played another hand very bad and lost half my stack ,1
It's 6.20pm early days in a looooooong night at work ,1
 It's sad it's the last season I wanna see when Spencer calls Lauren!,1
So Im done editing &quot;The Phipstape&quot;Back 2 crack a brew and see what we got............no trees though ,1
 i don't know what half of that means ,1
homework homework homework ,1
worked his heart out todaydoubling my weight at each stationResultStiff and pulled muscles..OUCH,1
 now i feel bad for unfollowing,1
So..Tired..God I hate the new joband only two days in ,1
Sad about Kutner being killed off my fav show House,1
happy for Coach Stringer (HOF c/o 2009!)...now if I can only finish my term paper on her ,1
I feel like shitThis is NOT the way I want to spend my birthday's eve ,1
so far i have 311 on all my sites put together most of them were me checking out the updates i made......,1
has a lot on her mindI needs to make some moneysAnd ideasNowhere is hiring,1
 miss you ,1
 I'm so sorry to hear about your dog ,1
Too much internetHow it plagues me ,1
i miss my ex soo much ,1
Sodding M25   ,1
oh I thought the pirate bay trial verdict was today :-s apparently it's in 10 days ,1
 call me back,1
is in study hall nowand i will log off immediately ,1
it so tired that im crying for no reason at allim about to try to get an hour and a half in for tonighthalf what i got last night,1
I totally have like.. four girl optionsand none of them seem viable ,1
so far i have 311 veiws on all my sites put together most of them were me checking out the updates i made......,1
Listening to Bjork's All is full of Love..crying ,1
Omg the hillsThen I love money2aww I think becky buckwild goes ,1
is craving for some tantan nabe  ,1
C'mon sean man ,1
Watching &quot;a league of their own&quot;...makes me miss mint chocolate ice cream cones and my grand ma  fuck.,1
Lost my phone some where.maybe in the grassits just so longhope it doesn't rain ,1
 hope you aren't referring to me  say hello to your new stalker LOL,1
 why were u sleeping?Ur gonna be up all night now  how was ur bike ride?,1
 Butbutbut I wanna listen to the masters too ,1
 I've been looking about for good stuff to writebut also been doing loads of uni work ,1
i feel unloveddropped 2 tweeters ,1
Off to London for the day on Thursdayit's gonna be rainingoh fab  won't see much on the London EyeStill Robbie won't care bless him,1
Completely wiped and reloaded the 8900...Lost all BBM contacts    Going to bed sad.,1
 sayyyy whaaaaI wasn't invited..,1
Didn't sleep too bad considering I have a workshop starting todayBeginnings of a sore throat though ,1
 oh my gosh that made me emotional haha idk why!!i dont want to get old ,1
We're going to post some stories manually due to Twitterfeed problemThat's why we've been so quiet lately ...,1
i don't like lukewarm showers ,1
 Who should I contact if I need a 1099 for freelance work I did on Linux.com throughout 2008Never got one,1
 connorit's mefebi  are you really really mad at me??,1
Need some help?Want to buy a Macbook probut still inlove with my old powerbook,1
 man america is so .borez anyway lol i just realized you sent me msgs on herei had no ideai have no flash ,1
  g'knight lovely ladiesi'm sleepy now ,1
Does anybody know how to get your electrolytes back in orderWith a vitamin workI feel sick,1
  yessomeone hasn't been reading my posts properly  ,1
Almost through with my Italian homework Weeeeee...now if I only understood what I was doing ,1
Who turned the lights onIt will be time to get ip then ,1
 Twitter hates us both then ,1
I hate the fact that I'm genuinely excited about my last tweet ,1
 i can't sleep either ,1
 Between that and the Italy earthquakeit's been a very sad news day,1
 all rain today  Garden really needs it so not quite so bad.,1
Yawn yawn yawn!10 more minutes in bed ,1
 ouch sounds very sucky ,1
 Great idea with the iTunes promo codes they don't work in the UK iTunes store though ,1
  *cry,1
 An empty rum barrel is a sad rum barrel*shakes headthe horrorthe horror ,1
It was a sleepless night ,1
 she admitted to being a fake  ,1
  i love chutney......,1
got highly bored today scanning 24 pages for daddyHad to do it,1
 you cooked risotto without me!!??,1
Keeeerrrrriiiiii!!! I really have nothing better to do then post on this thing at 224am.....wonderfullllSays alot.,1
YAY FOR BASEBALL SEASONboo to yankees losing their first game ,1
LOST sucks  ..because i have to work today,1
omg exams killed me  how could i not know the difference between haif a circle and a hemisphere &lt;/3 &gt;,1
In bed..I suddenly feel  I wish MA was here w/me..Goodnight TwitterFam,1
 I don't like goodnights ,1
Greaaat my lappy won't turn on  wtffffff,1
  You stuck in traffic thenMy journey was traffic free this morningif it's any help.,1
Lookin like an all-nighterI hate it when I do this to myself ,1
 You're a stranger   ,1
Debbugging old VB6 codethe day could have started better  ,1
 only a quarter of a percent babe  darn,1
Coming down with a cold or bad allergiesEither wayI'm miserable,1
Can't believe Cutner is dead on HouseSad day in Santa RosaCA ,1
Damnit I was really digging this season of Reaper  ,1
GahComcast doubled our cable/internet bill w/out telling usso we are quitting Can anyone suggest an affordable company in bay area?,1
Another early morn with the Duchessalthough she hadn't managed to cross her legs this time ,1
 you left without saying hi,1
l wantbut I can't sleep ,1
 When an Xbox shows those three red lightsit means it's dead and needs to be fixed for a month at Microsoft HQ,1
A king sized bed is nice but sad and lonely with no hubbypuppyor kitty   I am over this whole conferenceing thing.,1
im boreddgah  i wish i could just sleep and get it over with but ive had toooo muchh cooooffffeeeeeeeee  bahaha,1
 If I may butt in again I'm done being nosey sorry your conversation was just so interesting!,1
_robinson  you fell off my list...did I offend you ,1
18 weeks till sisters home.i missed her callagainits the worst feeling in the world,1
gonna try to get some sleep in this hotel room ,1
 brilliant ideajust bring as much as you think you'll spend &ampI'll swap youbring a brolly ,1
 Get me an autograph and shout outYou have to record it thoughMy computer is dead so I can't listen,1
rt  Khloe just got fired from the Apprentice ,1
in biology classmy lip hurts ,1
Sorry for the next tweet..,1
Grr not down to go to school today ,1
 I had to get an HD tivo and just got it set up tonight in order to get channels 40 59,1
 i asked everyone how they were doing yesterday and not a single tweet back ,1
 ruddy money!i like it!still waiting here...oh what a surprise..by state too?hmmm......seriously!,1
_Penn I am so sad  Kutner was my favorite of the new team!!,1
 wow i didn't get an &quot;hello&quotu suck ,1
bedtimeschool tomorrowand i still have no books  being broke suckssss,1
Seating here helping my baby with his papers...well he is forcing me too seat with him  im sleepy,1
Synching my contacts from my old mobile to iPhoneImport does not work well ,1
i can't concentrate ,1
I've just spent 1 hour to enter all the bureaucratic nonsense for MarchWhat a waste of my time ,1
Nw more confused then ever,1
Not feeling well againStupid migraine making my tummy upset and my whole body achesshoot me now.,1
Reading Buyology before bedtime..great premise but only turning out to be an &quot;OK&quotbook lots of info I already knew ,1
HomeI really wana sleepbut due to wasting my free line in town I have an assignment to finish ,1
 I also send some updates in plurk but i upload photos on twitter you didnt see any of my updates on plurkZero,1
omg..&quot;The Reader&quotis making me ,1
 d'ohAt least you're getting a decent exchange rate at the momentsterling is still getting flogged ,1
tried to download tweetdeck but it wont download ,1
There's an inch of snow on the ground (and counting)I'm worried about the poor flowers ,1
 why aren't you a happy camper,1
