Text,Class
"The list of really GOOD aviation flicks is shortHollywood made a mess of most of them.

The original Last Flight",2
"Top Gun is one of my *leastfavorite aviation movies

Do you like it because it’s cornyOr do y’all think it’s",2
  YumI grew up hating them because my mom would put frozen spouts in boiling water un,2
See you back here on Saturday!,2
 It’s the new SpaceX Rewards™programYou can redeem mileage for magazine subscriptions or cool NASA merch.,2
 _Guru That was Gordo🤣,2
 They haven’t mentioned itBut they must be hauling some payloadrightMight as well throw on so,2
_sat Huge difference!,2
Neither Bob or Doug had carry-on luggageDoes SpaceX charge for carry-onsChecked bags?,2
I’ll rephraseI’m sure they’re excited and having funbut it can’t be comfortable being strapped down in a pressu,2
  I guarantee that sitting in economy is more comfortable than being strapped down in a pressure suit.,2
" I’ll rephrase
That can’t be comfortable.",2
These guys now have to sit on the padstrapped in for 2 1/2 hoursThat can’t be fun,2
  We need StacyNow more than ever!,2
 It still works.,2
 Looks about like mine😀,2
  Me too!,2
 Funny how times have changedFlying freight out of Hong Kong is a pretty good gig!,2
   DittoPA-32-300 rules😁,2
  Thanks AmandaWill do😀,2
_o_flight Thanks Andy!,2
" Holy cowThat’s pretty coolHappy Birthday

🎈🎉",2
  Not this oneI think Kelly’s in Asia this weekOr she might have moved on already.,2
  Love it!,2
  _KE I’m sorry you missed your Alaska tripI’ll cross my figures for you for next yearYou will love it!,2
 One row of seat 2 and 2They do line up with a window.,2
 There are still 4 domestic-style business class seats up thereplus lavgalleyand two private bunks,2
  Thanks LeelaI agree!,2
  Save a piece for me!,2
"This 747-400F left Anchorage a few minutes behind us

No fancy sound effects todayOnly the unadulterated music",2
  ThanksKelly!,2
 _of_Police YesI believe soPerhaps not at the moment due to Covid but normally.,2
 _risk  Not necessarilyIt can mean you are appropriately managing your energyIt is a,2
   It may have not caught the probe which is there and bounced offI think it has caught a,2
_Spanner ThanksBut hard pass.,2
_of_Police 1 in 3 apparentlyThis is negligence supported by the State if they are aware of thisI am astou,2
_Too_Far _Pilot Even during a Khe Shan we wouldn’t get the nose down and i thought that was impressive.,2
_Spanner It’s a model!!!,2
  I’ll bet someone pooped their pants if that was pressurised.,2
_TEA  🤷🏻‍♂but would rather not find out😬😳,2
_Too_Far The inside looks worse than the outside😬,2
  The difficulty with this virus is that many have it and are contagious and don’t even k,2
    It’s where the wings are madeThe load up and then take them back to TLS.,2
  Thanks so much for making itIt’s my favourite😷,2
 WHAT if a minister thinks that and then doesn’t actare the complicit in any subsequent deaths ?,2
  It protects others💯,2
 They but in the context of their statement it would be “we”.,2
 Trying to get out😂,2
  Not asked toIsn’t it mandatory?,2
  Which is making people complacentThey no longer think it’s a threat.,2
  Courtesy of ,2
  I’m wearing not to stop me catching itTo stop other people catching it from meIt’s,2
  Soon.,2
Hey shoppersnot social distancingI wear a mask not to protect myself but to protect youNot wearing one is sel,2
_Pilot WowSome of those are ridiculousMaybe I need to do an RAF rotary orientation day😬,2
  It’s a defence imageFeel free.,2
 To be fair there are some really great small carriers who many see as “winging itbut have great an,2
  For clarityThis is not photoshopped.,2
  Any reputable airline does checks on the validity of all licensesSo these people don’t n,2
Obviously....Pilots with dubious licenses were ok up to the point we got caught out!😳😳Now you will stop them fl,2
You may be aware that I am not the biggest fan of the #helicopter but I have to concede that this is a ballsy manoe,2
  If only A bit pricey I think.,2
 Or just put power on and select a decent pitch.,2
 YesThat sort of pathology would be attempted.,2
 The report actually gives you all you need to knowIt wouldn’t be professional to comment on the w,2
 This is basic stuffIf a professional pilot cannot brief and account for all of these then perhaps th,2
  Only those two bits 🤷🏻‍♂️,2
 Don’t startHo ho ho Santa 🎅🏼,2
 The report suggests it was to avoid an over speed.,2
 YesLots of good stuff in the report in the linkIncluding that graph and a few other nuggetsGear was,2
"Just reading the PAA AAIB initial report on the recent A320 crash

“At 500 ftthe FDR indicateslanding gear re",2
 AgreedBut i am having to change with the times.....as I no longer fit in the bin!!!,2
 Even I wouldn’t do thatAnd that’s saying something😐😬,2
 The lowest possible riskdoesn’t necessarily mean no riskIndeedyou can never get to this level,2
"     Good Lord

Flight EngEngine failure number 6
Pilotwhich wing 😳😳🤪",2
   HOI!!Stop it both of youI know where you both live remember 😉That was,2
_7  Looks like  A400M.,2
 Not my chimney.,2
_greany You mean you were sipping LPGS and nibbling at the canapés ?,2
 Military aircraft are rarely black in the UKSo no idea.,2
    ShortlyWith BA via Antigua.,2
Bloody hell thats a noisy helicopterObviously not famed for its stealth approaches#DevilsWork ,2
   I can recommend Opening up in late JulyNo Covid casesThe most b,2
  G would be the critical factor here i thinkYou’d get away with the bank angle (AOAuntil you’,2
 On his 5th sortie in a Mirage F1 in Libya having had no fast jet training or experience.,2
 Tweeted on my timeline from yesterday.,2
 I have just received a copyright strike (DMCAfor a video of the Bellagio Fountains during which t,2
 Reverse is normally in 3 fixed typesIdlePartialand FullAlthough not completely accurate if y,2
This amazing team of voluntary officers give their time for free to make our communities saferWhether it be searc,2
  Don’t give  ideas!I am free to give lessons for the App🤣😂,2
 Already haveSee my later tweet.,2
 I became concerned when He stated pulling with that bank angleI lost nine hugely experienced colleagu,2
 Perhapsbut I have seen the planning and mitigation that goes into bush flying in AlaskaWhat looks,2
True ‘dat!👇🏻👇🏻👇,2
I am missing being in the jet but flying in this simulation is really funI am also very impressed by the tuition,2
    _nl   ,2
 Check my later tweet for context.,2
 That was part of the problemHe didn’t.,2
 It was a standard return from a parachuting sortieSee my later tweet for more details.,2
 This is in a Portugal I thinkBut not sure.,2
  Thanks for the input Derek🙄😉,2
 He actually flew against ISIS in LibyaGoogle his name.,2
So proud of  and all the work she does to raise funds for great causesThe latest is a YouTubers mid,2
 Tomorrow if you’re lucky 🤞🏻,2
  Read my latest postI don’t think it’ll be a surprise.,2
_By_This  Blue upgreen bottom.,2
_arv_sgt Happy birthdayThey share a birthday with many great scholars as well asJohn Dillinger (bank robber),2
  Not in the endNo.,2
A long thread to make a point that in general we can all recognise what’s right &ampnot so rightwe understand risk.,2
In 2016 the same pilot climbed into a Libyan Mirage F1 and carried out a tactical sortie after 4 hours fast jet tim,2
This accomplished pilot was a known risk taker &ampon this flight had just dropped parachutists before executing a di,2
I posted this earlier soliciting your answers about essentially your perception of the risk level in this videoMo,2
  Making a different point hereStandby.,2
  There’s a great c-130 in this one.,2
The latest Scottie’s Aviation Weekly Thanks to _Murrin  #decency #thestorm,2
_greany True that.,2
   To put this into contextI’m not even allowed to change a plug or fuse without supervision.,2
   That’s really coolBut the only raspberry I know anything about is this one..,2
_Ben _psk Still closeNot ME though.,2
I decided to treat myself today and have a little fly around the Bay Area in a #SpitfireI haven’t flown a flight,2
_Ben _psk Close but not quiteHe wasn’t shot down and it wasn’t SyriaBut more on that later.,2
 This was a recovery from a parachutist dropping flight.,2
 NoJust returning to the airfield after a parachute dropNot military.,2
   It will be great to hear you thoughts and feelings on this.,2
  “Responsible Adults”We haven’t met yet have we?😂😉😜,2
_roa Not sureBelieve it was a MiG?,2
_Jette _pilot Isn’t that what the internet is forHe had just finished a para drop and was returning to the DZ.,2
_psk ReallyI didn’t know thatDo you have a link to that story.,2
An old videobut what do you think about this Is it “coolIs it recklessWhat is your own perception of the,2
It’s an exciting time for the UK as we embrace the possibility of vertical and horizontal launched satellites 🛰Ne,2
 _A69    _PH   ,2
  Pub wow.,2
 NoHigh power and low speed like take off or climb reduces air cooling.,2
 Amazing photo,2
 Yesan old one from SFO I think.,2
     Can’t see thisWhat type is it ?,2
There is only one #HomeTeam#fathersday2020 ,2
 SometimesThe current ride is so quiet it can sometimes be difficult to sleep onboard.,2
 I’ve no idea what issues this causes on the 787 so can’t commentOn the 747 or A350 the panel is on the,2
_karl    This was a demo to show the effectiveness and power of a retardant drop.,2
 I know that🙄,2
Which leads me nicely into the Worlds biggest fire truck 🚒The amazing   747.,2
A  King Air running away from a DC-10Oh and doing a bit of precisionfire-fighting as well#AvGeek,2
There are a number of videos showing victims of this incident being rendered aid by Police and members of the publi,2
  Cancelled as the pie shop was open.,2
  Cardiff is the main engineering base for 747 and 777.,2
 _Spanner Not even close Matt😳,2
 _ThePilot   Always up for a good read.,2
    Maybe next year.,2
Was excited....just for a secondThen I noticed that this Ben Affleck didn’t have the blue tick of   !!,2
   A moment of weakness,2
 _HVGB Nope,2
I’ve just watched this &ampsaid to  I wouldn’t mind giving a helicopter a go!She commented that I alw,2
Just love the  X-59 and the cutting edge work being done in collaboration with The science be,2
   _J Just for clarityI was merely an observer during that particular operation.,2
     _britain A great piece on the F-35 and the F,2
    Loved this interview.,2
RT A big thank you to who ever was flying _Airways B744 G-BYGC into CWL this afternoon looked absolutely fantastic b…,2
   _J  It was my first and last FLASH signal in my RAF career😐,2
 is there a problem with the YouTube stream or is it just me #ArmchairAirshow,2
   _J Twice in factOnce on  where I was very unwellThen an incident i,2
   I’m up for thatWent to the coolest bbq place behind a gas stationBest bbq I’ve ever had.,2
_LHR_27L  None of those actuallySFO would be my least favourite as a visitorSANNYCORDLAL,2
  I think you were due to get the A350 on that routeNot sure if they did any before temporarily suspending the route?,2
When you cannot influence the present it is always good to look to the future for some glimmer of hope and a lift.,2
 One glass of water for every 60 of wine 🤷🏻‍♂️,2
Lots of ways to get into the VIP enclosure for today’s #ArmchairAirshow hosted by I’ve just had a baco,2
 This is rubbishNo creator code if you buy using ApplePay😐,2
 Running a little “supplybusiness now are we😉😂,2
  Nope,2
   I’m in 🙋🏻‍♂️,2
 _Kehoe  It’s not a flag but an RAF emblem.,2
 No right seat.,2
_By_This  Exceptionally rareIt does occasionally remind the human buffoons that they haven’t done,2
   SimpleFunctionalYou’ll have to remember the 744 was designed in the 1980’sBut,2
_chris   I have no idea what you’re referring too Mr Hives😉😐,2
 Its all LiesTell them I said so!Only joking about the lies.....but do tell them I said so.,2
  Not at allIf you try to fly this like a 1980’s 737 then you will have difficultiesIf you embr,2
    LOTS.,2
_wj  Redundancy🤷🏻‍♂️,2
  They did carry some niche publications😉🤐,2
  Sounds like a there may be a story or two there Roxy!!,2
  Don’t be mischievous.,2
   I resemble that description.,2
  Both work in parallel.,2
  In a bar fightAlways.,2
_clayden  Isaac sent me that oneIt’s a beauty.,2
_hooz   Corrcct,2
 _hooz  It’s actually set to PURS SELECT which allows the Cabin Manager to select the temperature.,2
  Negligible due to automation.,2
   I think the bouys are still there?,2
The first large aircraft I ever flew had a flight engineerThey used to manage the systems and always seemed to be,2
   As a military aircraft there are some additional diplomatic considerations when m,2
 Sounds like a great day out.,2
  Much more than thatShe wants diamonds.,2
 OhhhhhHospitality 😉,2
 Not sure what a Clecko pin is ?,2
 You do stories about blackcurrantsThat’s unbelievable😂😉,2
 I’ve done 13 of theseMy favourite........Real BBQ in TexasNothing like it.,2
I’m really looking forward to the ⁦#ArmchairAirshow on Saturday to get my #AvGeek fixLots of great n,2
 _sat I use voice description on most photosMany don’t even know that’s available.,2
After 8 years of being a TSA search dogthere was time for one last find before retirementBut this one comes wit,2
"RT The  and the  as they fly over the #Thames and the  

#AvGeek #London #Aviation …",2
 I saw the originalThis is much betterbut still conveys the horrors of the submarine service during WW2,2
Today has mostly been a write-offDue to inclement weather and recent correspondenceI’ve decided to immerse myse,2
  God no4 years ago.,2
_sat  Russ Hughes still works for Airbus I think but doesn’t do SM any moreNot sure why 🤷🏻‍♂️_wings is next to him.,2
 That’s coolWhilst it’s quieter why not🤷🏻‍♂️,2
It was an amazing few daysSome evidence here of the culprit just after the incidentAlso a thinner me.....enjoyi,2
RT    Here’s a bit about the C-130 and the video of our amazing day out with the LM-100J a…,2
 Nope,2
   Like DaveI would consider it an absolute honour to take Ali on that last trip.,2
 Yes it closed I think as nothing was moving.,2
 saw your place on the news Well done Mike MathewsI will do all I can to support your business w,2
 On the way down yes.,2
 Lenticular clouds are a visible sign of mountain waves in the airUs Glider pilots use them to get to am,2
BrillNow can we all get back to normal,2
  It’s Belgium Registered?,2
   That’s burning oil for sure.,2
Anyone seen one of these beforeStrangely attractive,2
 Awesome.,2
#Hotfuzz momentWe have Red or erm White!😂,2
   Nice.,2
 I’d like to drive it from the bike seat at the back 😂😂😂,2
 Me or the dog😂😂😂,2
 Any directsYes would you like direct LARGA or DIKME😵😵😵,2
 Well said Dave needs to act to save the industry ASAP.,2
  Best looking Pug everLove the lines of that.,2
   _parker   ,2
  I’m glad I’m not the only one thinking that!,2
   _parker   ,2
 That’s absolute rubbishBy making people touch trolleys is increasing the risks Whoever came up w,2
 Your policy of having to have a trolley is based on whatGetting as many hands infected as possible,2
  _parker     ,2
Airshow this afternoonPlease Re-Tweet #airshow ,2
    That’s the point I was makingToo late nowIt should have been,2
  Firstly you don’t say where you liveSecondly would you agree that if one of these events,2
    The government have sadly neglected the tourism sectory,2
 It’s a pity we can’t visit anywhere to find out without your waste of time #quarantine rulesTalk ab,2
If the travel industry accounts for 10of Uk GDPIf so how come    this “afte,2
  The white one there already has stuff growing in the leaky boot 😂😂😂,2
   Boris I voted you and your party inNow your “too late as usual”,2
  Very sad.,2
 He’s too lazy to look!😂😂,2
_1953 Not far from me👍,2
Hello #Woodpecker#birds at my window#livingroomphotography #nature #sedbergh #cumbria #ornithology #feeding ,2
If you dress as a dog or cat then you may just be able to go on holiday from/to the UK 😂😂,2
 It will only last 3 weeksThe UK government has realised it’s messed this one up and missed the boatThey are incompetent!,2
_UK finance you will be next,2
  This is a #hotfuzz momentIf you knowyou know.,2
_girl Lightning.,2
  _Voice    They love peanuts and fat balls to,2
Heard a rumbleGot louderWhat is it I’m thinkingI know that noiseYes it’s the Death CruiserDC10You don’t,2
This is super excitingPlease re-Tweet ,2
 It wouldn’t go to Singapore though mate!😜,2
RT When the travel restrictions are lifted,2
 You’re too kindI may need to become a handyman the way my job is looking!!,2
 I need it 😂,2
Mountain waves over SedberghIf only I had a motor glider ,2
 Brilliant😂😂😂,2
 No probs👍😜,2
 I knowIt’s brilliantCan’t believe I didn’t do it sooner.,2
I made a staircase today for the garage mezzanine Took me all afternoonbut turned out fabThe router I’ve had,2
 when do you anticipate Caravan and Motorhome ownersmany of whom are completely self containedwill,2
 _Hallenbeck Search leather repair on YouTubeI’ve seen them put a kind of leather filler then,2
Boarded out my garage today with a kind of mezzanine floorI do love a bit of physical graft,2
Couldn’t have said it better,2
  Wouldn’t pass SEP rules.,2
You possibly know i'm a bit of a fan of not leaving the living room for a photobut today I made an exception and,2
 Hideous,2
RT A real sad moment to lose such a historic gliding club at Bicester due to uncooperative landlordsWhether it is the air…,2
 Nice pad mate.,2
 Actually it really does.,2
 Never,2
Jack has decided swimming #Coniston water is now his fav local walk (or should I say swim#lakes #busy #summer #uk,2
Can someone show this to  _Airways and   before they needlessly lay off all of their,2
  That will not happenPeople will always want to drivePeople will always want to fly pe,2
  I take it you don’t work for an airline then!!,2
  Did it pass😜,2
 😂😂we could go halves.,2
RT We're restarting some flights from 15 June 2020We have put a number of biosecurity measures in place to protect youour air…,2
A blast from the pastI miss #rallying but it got so bloody expensiveEntry feestyresfuelpartsdamage etc,2
  NopeBut it would if you bouncedretracted the gear then hit the ground again?,2
All in a days work 😵,2
RT _parkerI doubt anyone will read this as it’s based on factnot scaremongering.,2
   this is what should be happening in UK Airlines and Airports not quarantin,2
  That’s the best comparison yet.,2
 read the comments here and tell me why you have decided to kill off the UK Airline and Tourist indust,2
  _Voice   I like the look on the Heron’s eyes in the first pic!,2
 I’ve learnt something there.,2
 Certainly is.,2
Great shot I got from the Lounge of a #Woodpecker on the security camera postit was having a good old Peck!,2
 is this what you saw,2
 This made me chuckle,2
One of my friends decided to make me jealous in his Grob 109*#@,2
As the lockdown is eased and we start Gliding againit’s useful for Tug Pilots and Glider Pilots alike to have a r,2
    you need to read this tweet ,2
   She was still training 6 years after she startedThis was a sacking of someone w,2
 That’s cos everyone has been sat at homeJeez are journalists thick?,2
Ouch ,2
 What do you drink it with ?,2
 Game on,2
Dug these out147 episodes to watch Gu Gu Good News Good News Rosco!Who loved a bit of the Doook boys,2
 If only they had started temperature checking back in January!,2
RT Controlled burn of poplars seed fluff in Cidacos de CalahorraSpainMesmerising,2
_hall Superb.,2
 Have you applied for a grantMy local club got £10k in a very short time period,2
  _Airways  Is this to be streamed on TV?,2
Well I never!,2
     Yes great thank youGreen smiles all round now.,2
   We fly the A380 a lot slower than the 747 because of the massive wingso it,2
     Just done thatThank you.,2
Please can you sign this link to support UK Aviation and retweet it please#COVID19 #coronavirus ,2
_adam Sometimes when it used to be 134.975 the french controller handing you over would just say ‘Contact The,2
     If you have a small raspberry Pi and digital radi,2
     I have started feeding the site from a PiI’m no,2
RT _PyadushkinAbakan Avia Mi-26 heavy helicopter made hard landing at Yamal peninsula in North Russia this morning ,2
and the answer was no it didn’t 😤,2
When the highlight of your day is guessing wether this Euofighter is going to use this tanker to refuel😵😂,2
   Why not just walk down the hill to ASDA?,2
RT Is an engine supposed to do that,2
RT A Thank You NHS locomotiverepainted today for ⁦at Eastleigh,2
 I think it’s called Rawthey bridgebut you could be right.,2
bit of #Navy action captured from the Lounge yesterday #Merlin #Helicopter #Sedbergh #Cumbria #Avgeek #Aviation,2
 _UK Right I called Land Rover this morning and the representative has said a charge of £100 fo,2
 It’s grim down saaaff!😂😂,2
_UK  No mention of £100 on the website,2
_UK  I’ve received the same letter nowThere was no mention of £100 to be charged online.,2
RT _AbiAvgeeks and alikeas online pub quizzes are trending our household have created an aviation pub quiz which we will be hold…,2
  Now that’s where she had her lips done 🥺😜😂,2
  I thought thatI think she’s covering something 😜,2
"RT Emergency landing of a small plane this morning around 10:00 AMon ""Highway 40just outside of #Montreal#Quebec#Can…",2
This is a really good watch if you love flyingI’d love to have a fly of one,2
 Who you gonna murder with that😂😂😂,2
 Got it,2
@__HollyPop Happy Birthday.,2
This will cheer you upSound on max,2
_UK The trouble is having this subscription (trackeris a condition of some insurers which means it’s a,2
I find these quite hard to photograph when the sun is in the wrong position#v22 #osprey #military,2
_UK I’ll bear your assistance in mind when I choose my next vehicle😤,2
_MattHaving spent the last week doing diy around the house I can honestly say drivingfishingcyclingj,2
Woke up early and managed to photo 3 Deer in and around the garden this morning#wildlife #cumbria #sedbergh #deer,2
  Well said mate.,2
 _UK You can get your road tax backI’ve done that for my motorhome.,2
 _UK It’s £260 renewal and normally I wouldn’t mind renewing itbut when you find yourself,2
 _UK Have theyI’ve taken a payment holiday and there was no mention of a fee?,2
I thought as a company you’d be more helpful_UK people have long memories when it comes to being in a d,2
 If only they had been checking people temperatures!Who’s sorry now!!,2
  No it was owned by the lakes Gliding club for about 30 years and then when the club bou,2
 Soon be Eleventy seven million thousand!😂😂😂,2
 It’s side by side and easy to teach people as you can see exactly what they are doingIt’s also vi,2
 Used to be red and white.,2
 It used to be BUC and has always been at The Lakes Gliding Club.,2
_mcL Geek 😂😂😂,2
Here’s another colourful shot at #RIAT a few years back#A400M ,2
My lovely shot of the  #A400M at Fairford a few years back,2
Check out the catering truckIt looks quite small in comparison to the might  #A380 ,2
There were only 32 of these made by SlingsbyThe T49 CapstanNamed after the cigarette brand I’m led to believe.,2
This Dash8-400 had just dropped me off in Inhambane after a brief stop in Vilanculos #mozambique a couple of years,2
Another view of the #Saudi scoffer#QOTS #B747 #freighter ,2
#Saudi cargo #jumbo just finishing its lunch in #Johannesburg #B747 #QOTS #cargo ‘Burp!,2
#egyptair #A330 taking in the sunshine at Johannesburg a few years back,2
Queen of the Skies sunbathing in the Johannesburg sunshine a few years back#B747 #QOTS ,2
Sunbathing#A380 in happier days,2
Join the challenge of posting an aviation photoJust a photono descriptionThe goal is to post positives instea,2
_parker     Cost.,2
   Seems that message hasn’t got to the local PoliceWe live about 4 mile,2
Sad that another 866 people have died today in the U.Kfrom Covid-19 but interested to know how many people die ea,2
 Nice one thanks.,2
I have every episode of the Dukes of Hazzard to watch in DVD from years back7 series worth 147 episodesCheesy s,2
 I’ve also walked around the Bullitt locations in San Fran tooI’m a big fan of The Dukes of Hazard a,2
_Simp Nice ones cheers.,2
 _Refunds  Yes you are legally entitled to it after 15 days if they cancelledThey cannot f,2
_Refunds They won’t pay out of the delay was due to Covid-19 thoughEasyJet certainly said no after our fli,2
  _Airways Try ringing this number then,2
    ZeroZilchNothingUtterly pathetic.,2
Right name some good old Road MoviesDuelBullittSmokey and The BanditVanishing Point etcWhat should I try,2
RT This says it all......_Airways #batogether #kindnesstravels #thankyoubritain ,2
 Jesus I thought this was some kind of Jimmy Saville comeback for a moment😵😵😵,2
 look what’s happening in HKGThey test test test everyone’s temp nearly everywhereEveryone wears a,2
  _Airways Try sending them a private message in TwitterI did that with BA and they rang me back.,2
 Chines BatEat itAll will be well 🥴😵😵,2
 Grey,2
 get well soonbut why am I being forced to stay home to save lives when no testing or quarantine i,2
#easyJet refund  ,2
  Looks likes a Citation Jet?,2
 NopeBack after a restJust not sure the length of rest yet 🥴😵,2
Whilst out walking the dog for my hour of daily exerciseI heard a dieselI ran to the bridge and filmed this lit,2
 The power is in you’r hands😜😂🤣,2
_J Ahhence the cost once both had taken their Divi!,2
_J You don’t think JB had a patent on the design do you ,2
 Awaiting the views from above later😊,2
  Complacency has set in and here to stayWhen autumn reaches us and the ambient temp dr,2
 Ohsold out of  Cerveza in MAN!!,2
 I am hearing a rumour that you will not be travelling such great distances in the 787 as you may be,2
  _Airport Had not realised it was Textron nowLove the way they refer to them,2
  _J  _ThePilot 1995 perhaps,2
  _J  _ThePilot I don’t recollect seeing thatThere are several othe,2
  _ThePilot  InfamousNotorious👏,2
  _Airport Was it made in Gloucestershire!!,2
"  _J  _ThePilot I’ll bet you haven’t got a photo of the Seneca😢.
It",2
  _J  _ThePilot Lucky youI was pleased to find some footage online.,2
  _Airport Nice pic👍,2
  _ThePilot  That’s why you have CG Interdiction flights down in CUR😝,2
  _ThePilot  Yes No confusion then😂👏,2
  _ThePilot  Not smugglers then?,2
     .......Cheat!,2
"#naughtyboy referred to the 707 which  probably recalls the story of one dark night at Southend Airport,",2
 _J  _ThePilot   Go flying....need to stay home and try and keep things cool🙁,2
Portsmouth &ampLee On Solent  via  in yesterday’s great weather ,2
 _J  _ThePilot   And then the TS round these parts and cooling off.,2
 _J  _ThePilot   I can tellthe sunshine is getting to you 😉,2
 _J  _ThePilot  For a brief secondI misread Shtyle....so glad,2
 Better check all those starboard tyre pressures😊,2
Report Final Rwy X-Boost Pumps on-Gear Down-3 Greens-Look outWhy is Dove G-OPLC taking off towards usMy Pax 14/,2
"June 14th 1994 I flew into Wroughton in Seneca 
G-BSMPThere’s some great video out there as we had real airshows",2
     DevastationYou do have a fine collection of photos.👌,2
     You have some nice photosHave one of my fa,2
     Probably there before the Jet Age!,2
     Did he go to Sudan for icing trials with the Britannia?,2
     Indeedright in the undershootHave a feel,2
     Just noticed the whole pageI remember John,2
     Wowthanks for postingI remember Harry Po,2
_den_hartog There’s an expression for thathowever.....🙁,2
"_den_hartog  Fire themThree weeks to do the Mags....you need my maintenance guru.
He has had to sort",2
"_ThePilot _J  How did you know that it was ‘GirlfriendsPlural 😉
Determined to find that photo now!",2
_J  _ThePilot WellI never knew that!,2
_J  Well between youTomcat Kiwi and Ikeja _ThePilot I think your plan for ZM is a goer.,2
_J  They need to be warned about H.S.121 Souvenir hunters😂,2
  Keep at it 😉,2
"_J  And to think there were days when they brought some of them out into the daylightAaaagh,",2
   We are making plans😉,2
 _J  _ThePilot  There was an RZ around it and had those tent efforts on d,2
_ThePilot      Well those of us that fly in the su,2
 When might the Islanders be receptive to visitorsWas chatting to another experienced STOL flyer and if w,2
It displayed Zero out of Ten....and I was trying to impress a new girlfriend☹I shall never forgetThere was a go,2
Down there is the Science Museum at WroughtonI would so love to get inside the hangars &ampsee some of the treasure,2
    _ThePilot  You should see it tonight😍Bugs all off and looking good👍,2
 _ThePilot _J  In Lagoswe only wanted the aircon unit!,2
"_J _ThePilot   Someone has been reading a book.
I wonder what speed V1 on a 3 engine",2
   _ThePilot  Thank youI hope you find a real glass for the next drop of vino🥂👌,2
 _J  _ThePilot And passing Miramar and Kelly 🥰😍,2
 _J  _ThePilot Keep your eyes open....I have a little EPBoeing logbook stuff😂,2
 _J  _ThePilot Make some....there’s a market out there for themPut me down!,2
Thank you Darrenyou got a super photoThink you must have a ladder to get above all that fencing!#AvGeek #Pilot,2
"I think it must have been the carrierThe Prince of Wales.
If Go Pros behavedwhich I think they didshould have some great video.",2
_J   _ThePilot Can you get me clearanceYou know all the right people😂👌,2
_Neil Trescobut not in an Arrow!,2
 To see the sea....might have been my Summer Vacation😉,2
"_Neil Lee very easy in these Covid times and pleasant shortvwalk.
Hope I remain....WELL😊👍",2
 AffirmHope the Go Pros caught everything in stunning technicolour😊,2
 _J  _ThePilot Keep that dream alive....speak to The Ayotollah 😝,2
" So would Ibut I shall have to make do at 4,000 ft today.
I think it was the aircraft carrierPrin",2
OhI just want to line up for a deck landing #Pilot #aviation #Navy #aviatiophotography #aviationlovers ⁦_J⁩,2
Oh I do like to be beside the seasideEspecially when you can land nearby,2
 Tell me about it....made that mistakeAhRose tinted glasses...☹️,2
"  I was getting confused with Sby vis a vis DM😉
Got it nowbetter late than never😛",2
"    WowYou have serious competition  
Thanks😊",2
  You’ve had time to think about that😂as Scott posted same awhile back....his memory must,2
"Glos AirportStaverton open to visiting aircraft from this Saturday.
I think the Aviator  Cafis planning on re-o",2
_ThePilot    Just a taster from the Dark ContinentSome will no,2
_al Not warm enough when I see a frost!,2
_al Mine are from Fujitsuand I think about to revert to summer cooling from winter warming😉,2
_ThePilot    You are tempting me out of this week’s Twitter retir,2
   If I posted all the Britannia flights from Hunting ClanBOAC throu,2
In 1957 Olympus engines were tested at Filton on a Vulcan  &ampon one flight after testing completefather asked cre,2
_den_hartog  If it was up to meI would have used this image (Thanks to  one of your b,2
 ........with nosewheels 🙁,2
  Oh to have seen a screenshot of both of your faces at what I suppose one might have called t,2
"_ThePilot _Club It certainly goes a long way to explain it.
I have yet to land a tail dragger in the dark",2
"_mperman Demonstrated Crosswind Component does not give you a lot to play with.
Going into farm strips with no an",2
 EasyJet have come a long waybut wish they had kept that historic livery.,2
_mperman They have it down to a fine artI should retract the flapsbut am usually too occupied keeping the sti,2
" Well that was an extremely sobering interview
Just wondering if you both needed a handkerchief near the end?",2
_killcare None in the UK.,2
_J   He sounded extremely credibleI don’t doubt itso will be keeping my distance.,2
These taildragger pilots must be the best in windy Anchorage ,2
   I know notperhaps Becca doesI daresay ‘in the course of their workis t,2
_85   Well friend called ASG and in spite of CT areathat was the response towards v,2
   YesBorder Force in our neck of the woods turning up to everything as littl,2
 Hope you both do soon😉,2
"  I did wonder after your German outing.
Presumably remaining airside leaves you exempt fro",2
 _clayden _J Indeed.,2
My surprise as I sat down with a cup of coffee this morning was this photo of the Tiger flown in Holland last eveni,2
  Quite easily I can imagineComplacency(a little akin to the general populace and C,2
_ThePilot    Mikeyou need Scott to recommend your book to all the #Avgeek  fo,2
  The word CONGO should have sent alarm bells ringingdon’t you reckon-ThePilot!!,2
 Read the previous about hydraulics.,2
" That assumes a tug and a towing repositionbut this and other Flybe a/c have been idle for weeks.
G",2
   Were you standing next  in the kitchen whilst she was putt,2
   _J I towed the Husky out today just to taxi it out to refuel for an upcoming,2
   _J You’re not kiddingI was sat on the Quad I used to use.....the look on m,2
 AhHelloGood to meet you and nicelike manythat you like the HuskyLooking even better nowafter a polish😉,2
   _J One day at the farmI had just towed a very new Green Husky up the ramp,2
  _UK I recall the Athens incident.,2
Look like it came off St.31 across Twy DMakes you wonder if the slopes off the concrete of Stands 30/31 conformed,2
_J  Forget  ‘s 3 used 550’s then😉,2
Better find him a role on the Niger Delta _ThePilot ,2
 No pressure as a/c had sat around since Flybe’s collapse.,2
Where were the chocks.....,2
  Just sand back in the day!,2
I take it you have seen this ⁦_J,2
   SHJ up on the main freight rampThink you can make out an Air Atlanta,2
